_id,ltable_ID,rtable_ID,ltable_Name,ltable_Price,ltable_Brand,ltable_Screen Size,ltable_RAM,ltable_Hard Drive Capacity,ltable_Processor Type,ltable_Processor Speed,ltable_Operating System,ltable_Clean Name,rtable_Name,rtable_Price,rtable_Brand,rtable_Screen Size,rtable_RAM,rtable_Hard Drive Capacity,rtable_Processor Type,rtable_Processor Speed,rtable_Operating System,rtable_Clean Name,gold
1280165,1447,922,"Lenovo Ideapad 320 15.6"" HD Touchscreen Notebook, Intel Core i5-8250U Upto 3.4GHz, 8GB DDR4, 1TB SSD, HDMI, Card Reader, DVD-RW, USB, Wifi, Bluetooth, Intel UHD Graphics 620, Windows 10 Pro 64Bit",899.99,Lenovo,"15.6\""",8 GB,1 TB,,,Microsoft Windows,Ideapad 320 Touchscreen Notebook Intel i5 8250U Upto 4GHz SSD Reader Intel UHD 620 64Bit,"2018 Lenovo Business Flagship Laptop PC 15.6"" Anti-Glare Touchscreen Intel 8th Gen i5-8250U Quad-Core Processor 12GB DDR4 RAM 1TB HDD DVD-RW Webcam HDMI Dolby Audio Windows 10",599.0,Lenovo,15.6 in,8 GB,1 TB,Intel,1.6 GHz,windows 10,2018 Business Flagship Touchscreen Intel 8th i5 8250U Quad 12GB,1
1509520,2154,1880,"Refurbished Acer 11 CB3-131-C3SZ 11.6"" Chromebook, Chrome, Intel Celeron N2840 Dual-Core Processor, 2GB RAM, 16GB Flash Storage",151.79,Acer,"11.6""",2 GB,16 GB,Intel Celeron,2.16 GHz,Chrome,Refurbished CB3 131 C3SZ Chromebook Intel Celeron N2840 Dual 2GB,"Acer Chromebook CB3-131-C3SZ 11.6-Inch Laptop (Intel Celeron N2840 Dual-Core Processor,2 GB RAM,16 GB Solid State Drive,Chrome), White(Certified Refurbished)",149.99,Acer,11.6 in,2 GB,16 GB,Intel,,Chrome OS,Chromebook CB3 131 C3SZ Intel Celeron N2840 Dual GB GB Drive White Refurbished,1
864932,513,584,"2017 HP Newest Laptop Touchscreen Flagship High Performance 15.6 inch HD, Intel i3-7100U Dual-Core, 8GB, 1TB HDD, DVD, Webcam, HDMI, Windows 10,",529.0,HP,15.6 Inches,8 Gigabytes,1 Terabytes,Intel Core i3,2.4 Gigahertz,Windows 10,2017 Touchscreen Flagship Intel i3 7100U Dual,"HP Flagship 15.6"" HD Touchscreen Signature Laptop - Intel Core i3-7100u 2.40 GHz, 8 GB DDR4 Memory, 1 TB HDD, DVD Burner, HDMI, HD Webcam, Bluetooth, Win 10",449.99,HP,15.6 in,8 GB,1 TB,,2.7 GHz,Windows 10,Flagship Touchscreen Intel i3 7100u 40 GHz GB TB Win,1
310131,183,907,"HP Stream Notebook 14-ax010nr - 14"" Screen, Celeron N @ 1.6GHz, 4GB RAM, 32GB SSD in Aqua Blue (Certified Refurbished)",189.98,HP,14 in,4 GB,32 GB,Intel Celeron,1.6 GHz,Windows 10,Stream Notebook ax010nr Celeron N SSD Aqua Blue Refurbished,"HP Stream Laptop PC 14-ax020nr (Intel Celeron N3060, 4 GB RAM, 32 GB eMMC) with Office 365 Personal for one year",,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,Stream ax020nr Intel Celeron N3060 GB GB,0
149671,88,1418,"Manufacturer Refurbished - HP 14-AM052NR 14"" Laptop Intel Celeron N3060 1.6GHz 4GB 32GB Windows 10 Home",179.99,HP,,,,,,,Manufacturer Refurbished AM052NR Intel Celeron N3060,"HP 14 Inch Stream Laptop, Intel Celeron N3060 Processor, 4GB RAM, 32GB eMMC, 1-year Office 365 Personal included, HDMI",205.0,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,Stream Intel Celeron N3060,0
38358,22,2077,"HP Stream 14-ax020nr 14"" Laptop, Windows 10 Home, Office 365 Personal 1-year subscription included, Intel Celeron N3060 Processor, 4GB RAM, 32GB eMMC Storage",298.99,HP,"14.0""",4 GB,32 GB,Intel Celeron,1.6 Hz,Windows 10,Stream ax020nr Intel Celeron N3060,"HP 14 Inch Stream Laptop, Intel Celeron N3060 Processor, 4GB RAM, 32GB eMMC, 1-year Office 365 Personal included, HDMI",205.0,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,Stream Intel Celeron N3060,0
151448,89,1574,"HP 15.6"" Premium Flagship Touchscreen Laptop, Latest AMD Quad Core A12-9720P 2.7 GHz Processor, 8GB DDR4 RAM, 1TB HDD, DVD Burner, AMD Radeon R7 graphics, Wireless Mouse, Backpack, Windows 10, Gray",469.99,HP,"15.6\""",8 GB,1 TB,A10,,Microsoft Windows,Premium Flagship Touchscreen AMD Quad A12 9720P GHz AMD Radeon R7 Gray,"HP Flagship 15.6"" HD Touchscreen Signature Laptop - Intel Core i3-7100u 2.40 GHz, 8 GB DDR4 Memory, 1 TB HDD, DVD Burner, HDMI, HD Webcam, Bluetooth, Win 10",449.99,HP,15.6 in,8 GB,1 TB,,2.7 GHz,Windows 10,Flagship Touchscreen Intel i3 7100u 40 GHz GB TB Win,0
216695,128,217,"HP Pavilion 15-Cc066Nr 15.6"" Laptop, Windows 10 Home, Touchscreen, Intel Core i3-7100U Dual-Core Processor, 8GB RAM, 1TB Hard Drive",549.99,HP,"15.6""",8 GB,1 TB,Intel Core i3,2.40 GHz,Windows 10,Pavilion Cc066Nr Touchscreen Intel i3 7100U Dual Drive,"2018 Newest Premium HP 15.6” Touchscreen HD Laptop, Intel Dual Core i3-7100U Processor 2.40GHz, 8GB DDR4 RAM, 1TB HDD, HDMI, Bluetooth, Webcam, HD Graphics 620, DVD-RW, 8-Hours Battery, Win 10",469.99,HP,15.6 in,8 GB,1 TB,Intel,2.4 GHz,Windows 10,2018 Premium 6” Touchscreen Intel Dual i3 7100U 40GHz 620 Hours Battery Win,0
1547536,2244,1485,Acer CB3-431-C3WS Celeron N3160 Quad-Core 1.6GHz 4GB 32GB FHD Chromebook Chrome - Refurbished,279.99,Acer,,,,,,Chrome OS,CB3 431 C3WS Celeron N3160 Quad Chromebook Refurbished,"Acer Chromebook CB3-131-C3SZ 11.6-Inch Laptop (Intel Celeron N2840 Dual-Core Processor,2 GB RAM,16 GB Solid State Drive,Chrome), White(Certified Refurbished)",149.99,Acer,11.6 in,2 GB,16 GB,Intel,,Chrome OS,Chromebook CB3 131 C3SZ Intel Celeron N2840 Dual GB GB Drive White Refurbished,0
74915,44,855,"HP Pavilion 15-Cc065Nr 15.6"" Laptop, Touchscreen, Windows 10 Home, Intel Core i3-7100U Dual-Core Processor, 8GB RAM, 1TB Hard Drive",549.99,HP,"15.6""",8 GB,1 TB,Intel Core i3,2.40 GHz,Windows 10,Pavilion Cc065Nr Touchscreen Intel i3 7100U Dual Drive,"2018 Newest Premium HP 15.6” Touchscreen HD Laptop, Intel Dual Core i3-7100U Processor 2.40GHz, 8GB DDR4 RAM, 1TB HDD, HDMI, Bluetooth, Webcam, HD Graphics 620, DVD-RW, 8-Hours Battery, Win 10",469.99,HP,15.6 in,8 GB,1 TB,Intel,2.4 GHz,Windows 10,2018 Premium 6” Touchscreen Intel Dual i3 7100U 40GHz 620 Hours Battery Win,0
955339,619,2260,"2018 Flagship Dell Inspiron 15.6"" HD Premium Touchscreen Laptop - Intel Dual-Core i5-7200U 2.5GHz, 8GB DDR4, 2TB HDD, MaxxAudio, DVDRW, Bluetooth, WLAN, HDMI, Webcam, 3-in-1 Card Reader, Windows 10",557.95,Dell,15.60 in,8.00 GB,1.00 TB,Intel Core i5-7200U Dual-Core,2.50 GHz,Windows 10,2018 Flagship Inspiron Premium Touchscreen Intel Dual i5 7200U 5GHz 2TB Reader,"2018 Newest Dell Premium Business Flagship Laptop PC 15.6"" HD LED-backlit Display Intel i3-7100U Processor 8GB DDR4 RAM 1TB HDD HDMI DVD-RW Bluetooth Webcam MaxxAudio Windows 10-Black",460.0,Dell,15.6 in,8 GB,1 TB,Intel,2.4 GHz,Windows 10,2018 Premium Business Flagship Intel i3 7100U Black,0
1493356,2116,1221,"Refurbished Acer Aspire ES1-111M-C37Q 11.6-Inch Notebook (Intel Celeron N2840 Dual-Core, 2 GB RAM, Windows 8.1)",158.99,Acer,11.6,,,,,,Refurbished Aspire ES1 111M C37Q Notebook Intel Celeron N2840 Dual GB,"Acer Chromebook CB3-131-C3SZ 11.6-Inch Laptop (Intel Celeron N2840 Dual-Core Processor,2 GB RAM,16 GB Solid State Drive,Chrome), White(Certified Refurbished)",149.99,Acer,11.6 in,2 GB,16 GB,Intel,,Chrome OS,Chromebook CB3 131 C3SZ Intel Celeron N2840 Dual GB GB Drive White Refurbished,0
133839,79,313,"Refurbished HP 14-AX040WM Stream 14"" Jet Black Laptop, Intel Celeron N3060 CPU, 4GB RAM 32GB",139.36,HP,"14\""",4 GB,32 GB,,,,Refurbished AX040WM Stream Jet Black Intel Celeron N3060 CPU,"HP Stream Laptop PC 14-ax020nr (Intel Celeron N3060, 4 GB RAM, 32 GB eMMC) with Office 365 Personal for one year",,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,Stream ax020nr Intel Celeron N3060 GB GB,0
1199782,1302,2405,Lenovo IdeaPad 320-15IKB Core i3 4GB 1TB Laptop,464.0,Lenovo,15.60 in,4.00 GB,1.00 TB,Intel Core i3,2.40 GHz,Windows 10,IdeaPad 320 15IKB i3,"Newest Lenovo IdeaPad 320 15.6-inch HD Anti-Glare(1366x768) Display Laptop PC, Intel Celeron N3350 Processor 1.1GHz, 4GB DDR4 RAM, 1TB HDD, HDMI, Bluetooth, WiFi, Webcam, DVD-RW, Windows 10- Black",319.0,Lenovo,15.6 in,4 GB,1 TB,Intel,1.1 GHz,Windows 10,IdeaPad 320 1366x768 Intel Celeron N3350 Black,0
692786,410,1390,"HP Stream Notebook 14-ax027cl 14"" Screen, Celeron N 1.6GHz, 4GB RAM, 32GB eMMC, White (Certified Refurbished)",190.99,HP,,,,Intel Celeron,,Windows 10,Stream Notebook ax027cl Celeron N White Refurbished,"2018 HP Stream 14 Inch Laptop Computer, Intel Celeron N3060 1.6GHz, 4GB RAM, 32GB SSD, Windows 10 (Certified Refurbished)",194.99,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,2018 Stream Intel Celeron N3060 SSD Refurbished,1
37710,22,889,"HP Stream 14-ax020nr 14"" Laptop, Windows 10 Home, Office 365 Personal 1-year subscription included, Intel Celeron N3060 Processor, 4GB RAM, 32GB eMMC Storage",298.99,HP,"14.0""",4 GB,32 GB,Intel Celeron,1.6 Hz,Windows 10,Stream ax020nr Intel Celeron N3060,"2018 Newest Business Flagship HP Stream Laptop PC with 1-Year Office 14"" HD WLED-backlit Display Intel Celeron Dual Core-Processor 4GB RAM 32GB eMMC Hard Drive Bluetooth HDMI Webcam Windows 10-Black",272.54,HP,14 in,4 GB,,,,,2018 Business Flagship Stream Intel Celeron Dual Drive Black,0
487373,288,139,"HP 17.3"" HD+ Notebook 17-x047cl, Intel Core i3-6006U DC Processor, 8...d, Optical Drive, HD Webcam, Windows 10 Home (Certified Refurbished)",359.99,HP,"17.3\""",8 GB,1 TB,Intel Core i3-6006U,,Windows 10,17 Notebook 17 x047cl Intel i3 6006U d Drive Refurbished,"HP 17.3"" HD+ Notebook 17-x047cl, Intel Core i3-6006U DC Processor, 8GB Memory, 1TB Hard Drive, Backlit Keyboard, Optical Drive, HD Webcam, Windows 10 Home (Certified Refurbished)",359.99,HP,17.3 in,8 GB,,,,,17 Notebook 17 x047cl Intel i3 6006U Drive Drive Refurbished,1
37754,22,972,"HP Stream 14-ax020nr 14"" Laptop, Windows 10 Home, Office 365 Personal 1-year subscription included, Intel Celeron N3060 Processor, 4GB RAM, 32GB eMMC Storage",298.99,HP,"14.0""",4 GB,32 GB,Intel Celeron,1.6 Hz,Windows 10,Stream ax020nr Intel Celeron N3060,"2018 HP Stream 14 Inch Laptop Computer, Intel Celeron N3060 1.6GHz, 4GB RAM, 32GB SSD, Windows 10 (Certified Refurbished)",194.99,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,2018 Stream Intel Celeron N3060 SSD Refurbished,0
208862,123,1368,"HP Stream 14"" Laptop, Windows 10 Home, Intel Celeron N3060 Processor, 4GB RAM, 32GB eMMC Storage, Refurbished",149.0,HP,"14.0""",4 GB,32 GB,Intel Celeron,"1.60 GHz, with a Max Turbo Speed of 2.48 GHz",Windows 10,Stream Intel Celeron N3060 Refurbished,"2018 HP Stream 14 Inch Laptop Computer, Intel Celeron N3060 1.6GHz, 4GB RAM, 32GB SSD, Windows 10 (Certified Refurbished)",194.99,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,2018 Stream Intel Celeron N3060 SSD Refurbished,1
310490,183,1566,"HP Stream Notebook 14-ax010nr - 14"" Screen, Celeron N @ 1.6GHz, 4GB RAM, 32GB SSD in Aqua Blue (Certified Refurbished)",189.98,HP,14 in,4 GB,32 GB,Intel Celeron,1.6 GHz,Windows 10,Stream Notebook ax010nr Celeron N SSD Aqua Blue Refurbished,"2018 HP Stream 14 Inch Laptop Computer, Intel Celeron N3060 1.6GHz, 4GB RAM, 32GB SSD, Windows 10 (Certified Refurbished)",194.99,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,2018 Stream Intel Celeron N3060 SSD Refurbished,1
5527,3,824,"HP Stream 14"" Jet Black Laptop, Windows 10 Home, Office 365 Personal 1-year included, Intel Celeron N3060 Processor, 4GB RAM, 32GB eMMC Storage",218.98,HP,14 in,,,Intel Celeron,,Microsoft Windows,Stream Jet Black Intel Celeron N3060,"HP 14 Inch Stream Laptop, Intel Celeron N3060 Processor, 4GB RAM, 32GB eMMC, 1-year Office 365 Personal included, HDMI",205.0,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,Stream Intel Celeron N3060,1
37807,22,1066,"HP Stream 14-ax020nr 14"" Laptop, Windows 10 Home, Office 365 Personal 1-year subscription included, Intel Celeron N3060 Processor, 4GB RAM, 32GB eMMC Storage",298.99,HP,"14.0""",4 GB,32 GB,Intel Celeron,1.6 Hz,Windows 10,Stream ax020nr Intel Celeron N3060,"HP 14 Inch Stream Laptop, Intel Celeron N3060 Processor, 4GB RAM, 32GB eMMC, 1-year Office 365 Personal included, HDMI",205.0,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,Stream Intel Celeron N3060,0
37722,22,911,"HP Stream 14-ax020nr 14"" Laptop, Windows 10 Home, Office 365 Personal 1-year subscription included, Intel Celeron N3060 Processor, 4GB RAM, 32GB eMMC Storage",298.99,HP,"14.0""",4 GB,32 GB,Intel Celeron,1.6 Hz,Windows 10,Stream ax020nr Intel Celeron N3060,"2018 Newest Business Flagship HP Stream Laptop PC with 1-Year Office 14"" HD WLED-backlit Display Intel Celeron Dual Core-Processor 4GB RAM 32GB eMMC Hard Drive Bluetooth HDMI Webcam Windows 10-Black",272.54,HP,14 in,4 GB,,,,,2018 Business Flagship Stream Intel Celeron Dual Drive Black,0
310195,183,1022,"HP Stream Notebook 14-ax010nr - 14"" Screen, Celeron N @ 1.6GHz, 4GB RAM, 32GB SSD in Aqua Blue (Certified Refurbished)",189.98,HP,14 in,4 GB,32 GB,Intel Celeron,1.6 GHz,Windows 10,Stream Notebook ax010nr Celeron N SSD Aqua Blue Refurbished,"HP 14 Inch Stream Laptop, Intel Celeron N3060 Processor, 4GB RAM, 32GB eMMC, 1-year Office 365 Personal included, HDMI",205.0,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,Stream Intel Celeron N3060,0
865019,513,745,"2017 HP Newest Laptop Touchscreen Flagship High Performance 15.6 inch HD, Intel i3-7100U Dual-Core, 8GB, 1TB HDD, DVD, Webcam, HDMI, Windows 10,",529.0,HP,15.6 Inches,8 Gigabytes,1 Terabytes,Intel Core i3,2.4 Gigahertz,Windows 10,2017 Touchscreen Flagship Intel i3 7100U Dual,"2018 Newest Premium HP 15.6” Touchscreen HD Laptop, Intel Dual Core i3-7100U Processor 2.40GHz, 8GB DDR4 RAM, 1TB HDD, HDMI, Bluetooth, Webcam, HD Graphics 620, DVD-RW, 8-Hours Battery, Win 10",469.99,HP,15.6 in,8 GB,1 TB,Intel,2.4 GHz,Windows 10,2018 Premium 6” Touchscreen Intel Dual i3 7100U 40GHz 620 Hours Battery Win,0
217618,128,1910,"HP Pavilion 15-Cc066Nr 15.6"" Laptop, Windows 10 Home, Touchscreen, Intel Core i3-7100U Dual-Core Processor, 8GB RAM, 1TB Hard Drive",549.99,HP,"15.6""",8 GB,1 TB,Intel Core i3,2.40 GHz,Windows 10,Pavilion Cc066Nr Touchscreen Intel i3 7100U Dual Drive,"2018 Newest Premium HP 15.6” Touchscreen HD Laptop, Intel Dual Core i3-7100U Processor 2.40GHz, 8GB DDR4 RAM, 1TB HDD, HDMI, Bluetooth, Webcam, HD Graphics 620, DVD-RW, 8-Hours Battery, Win 10",469.99,HP,15.6 in,8 GB,1 TB,Intel,2.4 GHz,Windows 10,2018 Premium 6” Touchscreen Intel Dual i3 7100U 40GHz 620 Hours Battery Win,0
940720,567,2752,"Dell Black 15.6"" Inspiron i3552 Laptop PC with Intel Pentium N3700 Processor, 4GB Memory, 500GB Hard Drive, touch screen and Windows 10 Home",359.99,Dell,15.6 in,4 GB,500  GB,Intel Pentium,2.40 GHz,Windows 10,Black Inspiron i3552 Intel Pentium N3700 Drive touch,"2018 Newest Premium Dell Inspiron 15.6"" HD LED-backlit Display Laptop PC Intel Celeron Dual-Core Processor 4GB RAM 500GB HDD WiFi HDMI DVD-RW Webcam Bluetooth MaxxAudio Windows 10-Black",309.0,Dell,15.6 in,4 GB,500 GB,,1.6 GHz,Windows 10,2018 Premium Inspiron Intel Celeron Dual Black,0
49754,29,1258,"HP Stream 14-ax067nr 14"" Laptop, Windows 10 Home, Intel Celeron N3060 Dual-Core Processor, 4GB RAM, 32GB Flash Storage",219.99,HP,"14.0""",4 GB,32 GB,Intel Celeron,1.6 Hz,Windows 10,Stream ax067nr Intel Celeron N3060 Dual,"2018 HP Stream 14 Inch Laptop Computer, Intel Celeron N3060 1.6GHz, 4GB RAM, 32GB SSD, Windows 10 (Certified Refurbished)",194.99,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,2018 Stream Intel Celeron N3060 SSD Refurbished,0
134919,79,2293,"Refurbished HP 14-AX040WM Stream 14"" Jet Black Laptop, Intel Celeron N3060 CPU, 4GB RAM 32GB",139.36,HP,"14\""",4 GB,32 GB,,,,Refurbished AX040WM Stream Jet Black Intel Celeron N3060 CPU,"HP Stream Laptop PC 14-ax020nr (Intel Celeron N3060, 4 GB RAM, 32 GB eMMC) with Office 365 Personal for one year",,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,Stream ax020nr Intel Celeron N3060 GB GB,0
306771,181,951,"HP Stream Notebook 14-ax022nr - 14"" Screen, Celeron N @ 1.6GHz, 4GB RAM, 32GB eMMC, White (Certified Refurbished)",184.85,HP,,4 GB,,Intel Celeron,,Windows 10,Stream Notebook ax022nr Celeron N White Refurbished,"HP Stream Laptop PC 14-ax020nr (Intel Celeron N3060, 4 GB RAM, 32 GB eMMC) with Office 365 Personal for one year",,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,Stream ax020nr Intel Celeron N3060 GB GB,0
149690,88,1456,"Manufacturer Refurbished - HP 14-AM052NR 14"" Laptop Intel Celeron N3060 1.6GHz 4GB 32GB Windows 10 Home",179.99,HP,,,,,,,Manufacturer Refurbished AM052NR Intel Celeron N3060,"2018 HP Stream 14 Inch Laptop Computer, Intel Celeron N3060 1.6GHz, 4GB RAM, 32GB SSD, Windows 10 (Certified Refurbished)",194.99,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,2018 Stream Intel Celeron N3060 SSD Refurbished,1
150764,89,320,"HP 15.6"" Premium Flagship Touchscreen Laptop, Latest AMD Quad Core A12-9720P 2.7 GHz Processor, 8GB DDR4 RAM, 1TB HDD, DVD Burner, AMD Radeon R7 graphics, Wireless Mouse, Backpack, Windows 10, Gray",469.99,HP,"15.6\""",8 GB,1 TB,A10,,Microsoft Windows,Premium Flagship Touchscreen AMD Quad A12 9720P GHz AMD Radeon R7 Gray,"HP Flagship 15.6"" HD Touchscreen Signature Laptop - Intel Core i3-7100u 2.40 GHz, 8 GB DDR4 Memory, 1 TB HDD, DVD Burner, HDMI, HD Webcam, Bluetooth, Win 10",449.99,HP,15.6 in,8 GB,1 TB,,2.7 GHz,Windows 10,Flagship Touchscreen Intel i3 7100u 40 GHz GB TB Win,0
307135,181,1616,"HP Stream Notebook 14-ax022nr - 14"" Screen, Celeron N @ 1.6GHz, 4GB RAM, 32GB eMMC, White (Certified Refurbished)",184.85,HP,,4 GB,,Intel Celeron,,Windows 10,Stream Notebook ax022nr Celeron N White Refurbished,"HP 14 Inch Stream Laptop, Intel Celeron N3060 Processor, 4GB RAM, 32GB eMMC, 1-year Office 365 Personal included, HDMI",205.0,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,Stream Intel Celeron N3060,0
852175,505,2013,"HP 15.6"" HD High Performance Flagship Touchscreen Laptop Computer, Intel Core i3 , 4GB RAM, 500GB HDD, DVDRW, USB 3.0, Webcam, WiFi, Windows 10, Iris Purple",579.0,HP,15.6,8.00 GB,1.00 TB,Intel Core i3,2.40 GHz,Windows 10,Flagship Touchscreen Intel i3 Iris Purple,"HP Flagship 15.6"" HD Touchscreen Signature Laptop - Intel Core i3-7100u 2.40 GHz, 8 GB DDR4 Memory, 1 TB HDD, DVD Burner, HDMI, HD Webcam, Bluetooth, Win 10",449.99,HP,15.6 in,8 GB,1 TB,,2.7 GHz,Windows 10,Flagship Touchscreen Intel i3 7100u 40 GHz GB TB Win,1
864815,513,371,"2017 HP Newest Laptop Touchscreen Flagship High Performance 15.6 inch HD, Intel i3-7100U Dual-Core, 8GB, 1TB HDD, DVD, Webcam, HDMI, Windows 10,",529.0,HP,15.6 Inches,8 Gigabytes,1 Terabytes,Intel Core i3,2.4 Gigahertz,Windows 10,2017 Touchscreen Flagship Intel i3 7100U Dual,"2018 Newest Premium HP 15.6” Touchscreen HD Laptop, Intel Dual Core i3-7100U Processor 2.40GHz, 8GB DDR4 RAM, 1TB HDD, HDMI, Bluetooth, Webcam, HD Graphics 620, DVD-RW, 8-Hours Battery, Win 10",469.99,HP,15.6 in,8 GB,1 TB,Intel,2.4 GHz,Windows 10,2018 Premium 6” Touchscreen Intel Dual i3 7100U 40GHz 620 Hours Battery Win,0
1553596,2258,2496,Acer CB3-111-C4HT Chromebook Refurbished,333.95,Acer,"11.6""",2 GB ( provided memory is soldered ),,Intel Celeron,2.16 GHz,Chrome OS,CB3 111 C4HT Chromebook Refurbished,"Acer Chromebook CB3-131-C3SZ 11.6-Inch Laptop (Intel Celeron N2840 Dual-Core Processor,2 GB RAM,16 GB Solid State Drive,Chrome), White(Certified Refurbished)",149.99,Acer,11.6 in,2 GB,16 GB,Intel,,Chrome OS,Chromebook CB3 131 C3SZ Intel Celeron N2840 Dual GB GB Drive White Refurbished,0
1280141,1447,790,"Lenovo Ideapad 320 15.6"" HD Touchscreen Notebook, Intel Core i5-8250U Upto 3.4GHz, 8GB DDR4, 1TB SSD, HDMI, Card Reader, DVD-RW, USB, Wifi, Bluetooth, Intel UHD Graphics 620, Windows 10 Pro 64Bit",899.99,Lenovo,"15.6\""",8 GB,1 TB,,,Microsoft Windows,Ideapad 320 Touchscreen Notebook Intel i5 8250U Upto 4GHz SSD Reader Intel UHD 620 64Bit,"2018 Lenovo Business Flagship Laptop PC 15.6"" Anti-Glare Touchscreen Intel 8th Gen i5-8250U Quad-Core Processor 12GB DDR4 RAM 1TB HDD DVD-RW Webcam HDMI Dolby Audio Windows 10",599.0,Lenovo,15.6 in,8 GB,1 TB,Intel,1.6 GHz,windows 10,2018 Business Flagship Touchscreen Intel 8th i5 8250U Quad 12GB,1
1026736,872,2818,"Dell Black 15.6"" Inspiron i3552 Laptop PC with Intel Celeron N3050 Processor, 4GB Memory, 500GB Hard Drive and Windows 10 Home",349.0,Dell,15.6 in,4 GB,500 GB,Intel Celeron,up to 2.16 GHz,Windows 10,Black Inspiron i3552 Intel Celeron N3050 Drive,"2018 Newest Premium Dell Inspiron 15.6"" HD LED-backlit Display Laptop PC Intel Celeron Dual-Core Processor 4GB RAM 500GB HDD WiFi HDMI DVD-RW Webcam Bluetooth MaxxAudio Windows 10-Black",309.0,Dell,15.6 in,4 GB,500 GB,,1.6 GHz,Windows 10,2018 Premium Inspiron Intel Celeron Dual Black,1
770334,456,867,"HP Stream 14"" Laptop, Windows 10 Home, Office 365 Personal 1-year included, Intel Celeron N3060 Processor, 4GB RAM, 32GB eMMC Storage",68.0,HP,14.0 in,4 GB,32  GB,Intel Celeron,"1.60 GHz, with a Max Turbo Speed of 2.48 GHz",Windows 10,Stream Intel Celeron N3060,"2018 Newest Business Flagship HP Stream Laptop PC with 1-Year Office 14"" HD WLED-backlit Display Intel Celeron Dual Core-Processor 4GB RAM 32GB eMMC Hard Drive Bluetooth HDMI Webcam Windows 10-Black",272.54,HP,14 in,4 GB,,,,,2018 Business Flagship Stream Intel Celeron Dual Drive Black,0
1026490,872,111,"Dell Black 15.6"" Inspiron i3552 Laptop PC with Intel Celeron N3050 Processor, 4GB Memory, 500GB Hard Drive and Windows 10 Home",349.0,Dell,15.6 in,4 GB,500 GB,Intel Celeron,up to 2.16 GHz,Windows 10,Black Inspiron i3552 Intel Celeron N3050 Drive,"2018 Newest Premium Dell Inspiron 15.6"" HD LED-backlit Display Laptop PC Intel Celeron Dual-Core Processor 4GB RAM 500GB HDD WiFi HDMI DVD-RW Webcam Bluetooth MaxxAudio Windows 10-Black",309.0,Dell,15.6 in,4 GB,500 GB,,1.6 GHz,Windows 10,2018 Premium Inspiron Intel Celeron Dual Black,1
306763,181,934,"HP Stream Notebook 14-ax022nr - 14"" Screen, Celeron N @ 1.6GHz, 4GB RAM, 32GB eMMC, White (Certified Refurbished)",184.85,HP,,4 GB,,Intel Celeron,,Windows 10,Stream Notebook ax022nr Celeron N White Refurbished,"HP 14 Inch Stream Laptop, Intel Celeron N3060 Processor, 4GB RAM, 32GB eMMC, 1-year Office 365 Personal included, HDMI",205.0,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,Stream Intel Celeron N3060,0
2066,1,686,"HP Stream 14-ax030wm 14” Smoke Gray, Windows 10 Home, Office 365 Personal 1-year included, Intel Celeron Processor N3060, 4GB Memory, 32GB Storage",219.0,HP,14 in,4 GB,32 GB,Intel Celeron Processor N3060,1.6 Hz,Windows 10,Stream ax030wm 14” Smoke Gray Intel Celeron N3060,"2018 HP Stream 14 Inch Laptop Computer, Intel Celeron N3060 1.6GHz, 4GB RAM, 32GB SSD, Windows 10 (Certified Refurbished)",194.99,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,2018 Stream Intel Celeron N3060 SSD Refurbished,0
283986,167,2605,"HP Stream Notebook 14-AX067NR - 14"" Screen, Celeron N @ 1.6GHZ, 4GB RAM, 32GB eMMC, in Snow White (Certified Refurbished)",189.99,HP,14,,32,Intel Celeron N3060 2 CORE,,Windows 10,Stream Notebook AX067NR Celeron N Snow White Refurbished,"HP 14 Inch Stream Laptop, Intel Celeron N3060 Processor, 4GB RAM, 32GB eMMC, 1-year Office 365 Personal included, HDMI",205.0,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,Stream Intel Celeron N3060,0
